id,fdc_id_of_sample_food,fdc_id_of_acquisition_food
3212,330965,330994
3213,330965,330891
3214,330965,331007
3215,330965,330872
3216,330965,331001
3217,330965,331009
3218,330965,330984
3219,330965,330996
3220,330965,330981
3221,330965,331002
3222,330965,330978
3223,330965,330999
3224,330965,330969
3225,330965,330970
3226,330965,330985
3227,330965,330979
3228,331024,330900
3229,331024,330898
3230,331024,330885
3231,331038,331063
3232,331038,331052
3233,331038,331060
3234,331038,331064
3235,331038,331043
3236,331038,330889
3237,331038,331049
3238,331038,331086
3239,331038,331085
3240,331038,330900
3241,331038,330885
3242,331038,331057
3243,331038,331045
3244,331038,331074
3245,331038,331040
3246,331038,331056
3247,331038,331069
3248,331038,331068
3249,331038,331051
3250,331038,331081
3251,331038,330893
3252,331038,330895
3253,331038,331076
3254,331038,331062
3255,331038,331042
3256,331038,331088
3257,331038,331071
3258,331038,331058
3259,331038,331070
3260,331038,331075
3261,331038,331041
3262,331038,331078
3263,331038,331079
3264,331038,331077
3265,331038,331073
3266,331038,330898
3267,331038,331048
3268,331038,331055
3269,331038,331039
3270,331038,331083
3271,331038,331050
3272,331038,331065
3273,331038,330872
3274,331038,331066
3275,331038,331082
3276,331038,330899
3277,331038,331084
3278,331038,330871
3279,331038,330891
3280,331038,331059
3281,331038,331046
3282,331038,331072
3283,331038,331044
3284,331038,331054
3285,331038,331067
3286,331038,331047
3287,331038,331053
3288,331038,331061
3289,331038,331080
3290,331038,331087
3291,331095,330900
3292,331095,330885
3293,331095,330898
3294,331109,331142
3295,331109,331131
3296,331109,330898
3297,331109,331159
3298,331109,331122
3299,331109,331150
3300,331109,331115
3301,331109,331119
3302,331109,330872
3303,331109,331110
3304,331109,331152
3305,331109,330895
3306,331109,331140
3307,331109,331133
3308,331109,331120
3309,331109,331139
3310,331109,331126
3311,331109,331121
3312,331109,330885
3313,331109,331144
3314,331109,330891
3315,331109,331154
3316,331109,331143
3317,331109,331137
3318,331109,330889
3319,331109,331130
3320,331109,331148
3321,331109,331155
3322,331109,331117
3323,331109,330871
3324,331109,331124
3325,331109,331129
3326,331109,331127
3327,331109,331132
3328,331109,330893
3329,331109,331146
3330,331109,331125
3331,331109,331141
3332,331109,331111
3333,331109,331128
3334,331109,331145
3335,331109,331136
3336,331109,330899
3337,331109,331135
3338,331109,331151
3339,331109,330900
3340,331109,331156
3341,331109,331118
3342,331109,331158
3343,331109,331147
3344,331109,331113
3345,331109,331157
3346,331109,331123
3347,331109,331153
3348,331109,331112
3349,331109,331114
3350,331109,331138
3351,331109,331116
3352,331109,331134
3353,331109,331149
3354,331166,330885
3355,331166,330900
3356,331166,330898
3357,331180,331182
3358,331180,331200
3359,331180,331206
3360,331180,330894
3361,331180,331211
3362,331180,331223
3363,331180,331189
3364,331180,331185
3365,331180,331204
3366,331180,331203
3367,331180,331187
3368,331180,331198
3369,331180,330892
3370,331180,331216
3371,331180,331212
3372,331180,331192
3373,331180,331194
3374,331180,331219
3375,331180,331218
3376,331180,331193
3377,331180,331195
3378,331180,331184
3379,331180,331220
3380,331180,331205
3381,331180,331181
3382,331180,331191
3383,331180,331221
3384,331180,331208
3385,331180,331207
3386,331180,330901
3387,331180,331215
3388,331180,331201
3389,331180,331183
3390,331180,331190
3391,331180,331224
3392,331180,330897
3393,331180,331199
3394,331180,330886
3395,331180,331202
3396,331180,331217
3397,331180,331209
3398,331180,330896
3399,331180,331196
3400,331180,331225
3401,331180,331214
3402,331180,331210
3403,331180,331222
3404,331180,331197
3405,331180,330887
3406,331180,331186
3407,331180,331188
3408,331180,330890
3409,331180,330888
3410,331180,331213
3411,331234,330901
3412,331234,330886
3413,331248,331267
3414,331248,331270
3415,331248,331262
3416,331248,331278
3417,331248,331259
3418,331248,331269
3419,331248,330888
3420,331248,331261
3421,331248,331288
3422,331248,331286
3423,331248,331252
3424,331248,331250
3425,331248,331283
3426,331248,330896
3427,331248,331290
3428,331248,331271
3429,331248,331253
3430,331248,331255
3431,331248,331287
3432,331248,331279
3433,331248,331281
3434,331248,331277
3435,331248,330897
3436,331248,331257
3437,331248,331289
3438,331248,331264
3439,331248,331282
3440,331248,330890
3441,331248,331274
3442,331248,330901
3443,331248,331266
3444,331248,331260
3445,331248,331273
3446,331248,331249
3447,331248,331258
3448,331248,331263
3449,331248,331291
3450,331248,330887
3451,331248,331292
3452,331248,331251
3453,331248,331265
3454,331248,331285
3455,331248,331284
3456,331248,330894
3457,331248,330886
3458,331248,331276
3459,331248,331293
3460,331248,331256
3461,331248,331272
3462,331248,331268
3463,331248,330892
3464,331248,331254
3465,331248,331280
3466,331248,331275
3467,331300,330886
3468,331300,330901
3469,331312,331344
3470,331312,331325
3471,331312,331351
3472,331312,330896
3473,331312,331341
3474,331312,331339
3475,331312,330887
3476,331312,331331
3477,331312,330894
3478,331312,331338
3479,331312,331337
3480,331312,331332
3481,331312,331350
3482,331312,330890
3483,331312,331321
3484,331312,331314
3485,331312,331336
3486,331312,331328
3487,331312,331329
3488,331312,331322
3489,331312,331346
3490,331312,331343
3491,331312,331313
3492,331312,331315
3493,331312,331335
3494,331312,331354
3495,331312,331349
3496,331312,331334
3497,331312,331319
3498,331312,331323
3499,331312,331317
3500,331312,331353
3501,331312,331318
3502,331312,331316
3503,331312,331352
3504,331312,330888
3505,331312,331357
3506,331312,331345
3507,331312,330886
3508,331312,331340
3509,331312,331327
3510,331312,331342
3511,331312,331333
3512,331312,331320
3513,331312,330892
3514,331312,331355
3515,331312,331326
3516,331312,330897
3517,331312,330901
3518,331312,331330
3519,331312,331348
3520,331312,331347
3521,331312,331324
3522,331312,331356
3523,331364,330901
3524,331364,330886
3525,331378,330888
3526,331378,330899
3527,331378,330889
3528,331378,330887
3529,331378,330896
3530,331378,330891
3531,331392,330896
3532,331392,330899
3533,331392,330891
3534,331392,330888
3535,331392,330889
3536,331392,330887
3537,331405,330887
3538,331405,330899
3539,331405,330889
3540,331405,330888
3541,331405,330896
3542,331405,330891
3543,331418,330888
3544,331418,330887
3545,331418,330896
3546,331432,330896
3547,331432,330887
3548,331432,330888
3549,331446,330887
3550,331446,330888
3551,331446,330896
3552,331460,330891
3553,331460,330899
3554,331460,330889
3555,331474,330891
3556,331474,330889
3557,331474,330899
3558,331488,330899
3559,331488,330891
3560,331488,330889
3561,331502,330890
3562,331502,330871
3563,331502,330894
3564,331502,330872
3565,331515,330872
3566,331515,330871
3567,331515,330890
3568,331515,330894
3569,331527,330890
3570,331527,330894
3571,331527,330871
3572,331527,330872
3573,331540,330894
3574,331540,330890
3575,331553,330890
3576,331553,330894
3577,331567,330894
3578,331567,330890
3579,331581,330893
3580,331581,330895
3581,331581,330892
3582,331581,330897
3583,331595,330893
3584,331595,330897
3585,331595,330892
3586,331595,330895
3587,331608,330892
3588,331608,330895
3589,331608,330897
3590,331608,330893
3591,331620,330897
3592,331620,330892
3593,331634,330897
3594,331634,330892
3595,331648,330897
3596,331648,330892
3597,331660,330893
3598,331660,330895
3599,331673,330895
3600,331673,330893
3601,331685,330893
3602,331685,330895
3603,331699,330872
3604,331699,330871
3605,331713,330872
3606,331713,330871
3607,331727,331733
3608,331727,331732
3609,331727,331734
3610,331727,331738
3611,331727,331736
3612,331727,331735
3613,331727,331728
3614,331727,331731
3615,331727,331730
3616,331727,331737
3617,331727,331739
3618,331727,331729
3619,331751,331735
3620,331751,331752
3621,331751,331734
3622,331751,331753
3623,331764,331753
3624,331764,331735
3625,331764,331734
3626,331764,331752
3627,331776,331734
3628,331776,331735
3629,331776,331753
3630,331776,331752
3631,331787,331792
3632,331787,331793
3633,331787,331797
3634,331787,331752
3635,331787,331791
3636,331787,331789
3637,331787,331796
3638,331787,331790
3639,331787,331794
3640,331787,331753
3641,331787,331795
3642,331787,331788
3643,331809,331811
3644,331809,331817
3645,331809,331813
3646,331809,331819
3647,331809,331814
3648,331809,331818
3649,331809,331816
3650,331809,331812
3651,331809,331815
3652,331809,331753
3653,331809,331752
3654,331809,331810
3655,331831,331834
3656,331831,331836
3657,331831,331832
3658,331831,331841
3659,331831,331835
3660,331831,331839
3661,331831,331752
3662,331831,331837
3663,331831,331840
3664,331831,331753
3665,331831,331838
3666,331831,331833
3667,331853,331862
3668,331853,331857
3669,331853,331855
3670,331853,331859
3671,331853,331858
3672,331853,331854
3673,331853,331863
3674,331853,331734
3675,331853,331856
3676,331853,331860
3677,331853,331735
3678,331853,331861
3679,331875,331885
3680,331875,331882
3681,331875,331884
3682,331875,331734
3683,331875,331735
3684,331875,331878
3685,331875,331879
3686,331875,331883
3687,331875,331881
3688,331875,331876
3689,331875,331880
3690,331875,331877
3691,331898,331899
3692,331898,331900
3693,331904,331905
3694,331904,331906
3695,331904,331907
3696,331911,331912
3697,331911,331913
3698,331917,331919
3699,331917,331918
3700,331931,331932
3701,331931,331933
3702,331945,331946
3703,331945,331947
3704,331961,331962
3705,331961,331963
3706,331969,331970
3707,331969,331971
3708,331977,331978
3709,331977,331979
3710,331985,331986
3711,331985,331987
3712,331993,331995
3713,331993,331994
3714,331998,332000
3715,331998,331999
3716,332003,332005
3717,332003,332004
3718,332008,332010
3719,332008,332009
3720,332013,332014
3721,332017,332018
3722,332017,332019
3723,332022,332023
3724,332022,332024
3725,332027,332029
3726,332027,332028
3727,332035,332037
3728,332035,332036
3729,332040,332041
3730,332040,332042
3731,332048,332050
3732,332048,332049
3733,332053,332055
3734,332053,332054
3735,332058,332060
3736,332058,332059
3737,332063,332064
3738,332063,332065
3739,332068,332069
3740,332068,332070
3741,332076,332077
3742,332076,332078
3743,332084,332086
3744,332084,332085
3745,332092,332094
3746,332092,332093
3747,332100,332101
3748,332100,332102
3749,332108,332109
3750,332108,332110
3751,332113,332114
3752,332113,332115
3753,332118,332120
3754,332118,332119
3755,332123,332124
3756,332123,332125
3757,332128,332129
3758,332132,332133
3759,332136,332137
3760,332136,332138
3761,332141,332142
3762,332141,332143
3763,332149,332151
3764,332149,332150
3765,332154,332155
3766,332154,332156
3767,332159,332160
3768,332159,332161
3769,332164,332165
3770,332164,332166
3771,332169,332170
3772,332169,332171
3773,332174,332176
3774,332174,332175
3775,332182,332183
3776,332182,332184
3777,332190,332191
3778,332190,332192
3779,332198,332200
3780,332198,332199
3781,332206,332207
3782,332206,332208
3783,332214,332216
3784,332214,332215
3785,332222,332223
3786,332222,332224
3787,332227,332229
3788,332227,332228
3789,332232,332234
3790,332232,332233
3791,332237,332238
3792,332237,332239
3793,332242,332244
3794,332242,332243
3795,332247,332249
3796,332247,332248
3797,332252,332253
3798,332252,332254
3799,332257,332258
3800,332257,332259
3801,332262,332264
3802,332262,332263
3803,332267,332269
3804,332267,332268
3805,332272,332273
3806,332272,332274
3807,332277,332279
3808,332277,332278
3809,332283,332286
3810,332283,332284
3811,332283,332285
3812,332290,332295
3813,332290,332292
3814,332290,332297
3815,332290,332291
3816,332290,332296
3817,332290,332298
3818,332290,332293
3819,332290,332294
3820,332302,332310
3821,332302,332304
3822,332302,332305
3823,332302,332303
3824,332302,332308
3825,332302,332307
3826,332302,332309
3827,332302,332306
3828,332314,332317
3829,332314,332319
3830,332314,332315
3831,332314,332318
3832,332314,332316
3833,332314,332320
3834,332324,332327
3835,332324,332328
3836,332324,332332
3837,332324,332326
3838,332324,332331
3839,332324,332329
3840,332324,332325
3841,332324,332330
3842,332336,332344
3843,332336,332338
3844,332336,332343
3845,332336,332341
3846,332336,332342
3847,332336,332337
3848,332336,332339
3849,332336,332340
3850,332348,332351
3851,332348,332349
3852,332348,332350
3853,332355,332359
3854,332355,332356
3855,332355,332358
3856,332355,332361
3857,332355,332360
3858,332355,332357
3859,332365,332368
3860,332365,332366
3861,332365,332369
3862,332365,332367
3863,332373,332376
3864,332373,332377
3865,332373,332374
3866,332373,332375
3867,332373,332380
3868,332373,332381
3869,332373,332379
3870,332373,332378
3871,332385,332392
3872,332385,332386
3873,332385,332389
3874,332385,332387
3875,332385,332391
3876,332385,332393
3877,332385,332390
3878,332385,332388
3879,332398,332400
3880,332398,332399
3881,332404,332399
3882,332404,332407
3883,332404,332400
3884,332404,332406
3885,332404,332405
3886,332420,332407
3887,332420,332406
3888,332420,332405
3889,332424,332407
3890,332424,332405
3891,332424,332428
3892,332424,332426
3893,332424,332427
3894,332424,332425
3895,332424,332406
3896,332430,332425
3897,332430,332426
3898,332430,332428
3899,332430,332433
3900,332430,332431
3901,332430,332432
3902,332446,332432
3903,332446,332431
3904,332446,332433
3905,332450,332432
3906,332450,332400
3907,332450,332399
3908,332450,332433
3909,332450,332451
3910,332450,332452
3911,332450,332431
3912,332454,332452
3913,332454,332427
3914,332454,332451
3915,332467,332452
3916,332467,332451
3917,332471,332428
3918,332471,332425
3919,332471,332426
3920,332475,332427
3921,332479,332481
3922,332479,332482
3923,332479,332480
3924,332486,332488
3925,332486,332489
3926,332486,332481
3927,332486,332487
3928,332486,332482
3929,332486,332480
3930,332503,332488
3931,332503,332487
3932,332503,332489
3933,332507,332489
3934,332507,332487
3935,332507,332508
3936,332507,332511
3937,332507,332509
3938,332507,332488
3939,332507,332512
3940,332507,332510
3941,332514,332512
3942,332514,332515
3943,332514,332517
3944,332514,332510
3945,332514,332508
3946,332514,332516
3947,332530,332516
3948,332530,332517
3949,332530,332515
3950,332534,332515
3951,332534,332482
3952,332534,332535
3953,332534,332481
3954,332534,332517
3955,332534,332480
3956,332534,332516
3957,332537,332511
3958,332537,332535
3959,332537,332509
3960,332551,332535
3961,332555,332510
3962,332555,332508
3963,332555,332512
3964,332559,332511
3965,332559,332509
3966,332563,332565
3967,332563,332564
3968,332563,332566
3969,332563,332567
3970,332581,332582
3971,332581,332583
3972,332598,332600
3973,332598,332599
3974,332604,332605
3975,332604,332607
3976,332604,332608
3977,332604,332606
3978,332613,332615
3979,332613,332614
3980,332613,332617
3981,332613,332618
3982,332613,332616
3983,332623,332626
3984,332623,332627
3985,332623,332629
3986,332623,332625
3987,332623,332628
3988,332623,332624
3989,332633,332639
3990,332633,332638
3991,332633,332634
3992,332633,332637
3993,332633,332635
3994,332633,332636
3995,332643,332645
3996,332643,332646
3997,332643,332648
3998,332643,332649
3999,332643,332644
4000,332643,332650
4001,332643,332647
4002,332662,332667
4003,332662,332663
4004,332662,332666
4005,332662,332664
4006,332662,332668
4007,332662,332665
4008,332681,332687
4009,332681,332684
4010,332681,332682
4011,332681,332686
4012,332681,332683
4013,332681,332685
4014,332705,332708
4015,332705,332711
4016,332705,332709
4017,332705,332710
4018,332705,332706
4019,332705,332707
4020,332716,332721
4021,332716,332720
4022,332716,332718
4023,332716,332717
4024,332716,332722
4025,332716,332719
4026,332736,332741
4027,332736,332742
4028,332736,332740
4029,332736,332737
4030,332736,332739
4031,332736,332738
4032,332754,332758
4033,332754,332757
4034,332754,332756
4035,332754,332755
4036,332771,332773
4037,332771,332774
4038,332771,332777
4039,332771,332772
4040,332771,332775
4041,332771,332776
4042,332792,332796
4043,332792,332794
4044,332792,332795
4045,332792,332793
4046,332800,332802
4047,332800,332805
4048,332800,332801
4049,332800,332803
4050,332800,332804
4051,332809,332811
4052,332809,332810
4053,332809,332812
4054,332827,332831
4055,332827,332829
4056,332827,332830
4057,332827,332832
4058,332827,332833
4059,332827,332828
4060,332846,332848
4061,332846,332847
4062,332846,332849
4063,332846,332850
4064,332865,332866
4065,332865,332869
4066,332865,332868
4067,332865,332867
4068,332872,332873
4069,332872,332876
4070,332872,332874
4071,332872,332875
4072,332880,332882
4073,332880,332881
4074,332880,332883
4075,332880,332884
4076,332880,332885
4077,332888,332892
4078,332888,332891
4079,332888,332890
4080,332888,332889
4081,332895,332899
4082,332895,332898
4083,332895,332896
4084,332895,332897
4085,332913,332918
4086,332913,332917
4087,332913,332916
4088,332913,332919
4089,332913,332914
4090,332913,332915
4091,332933,332937
4092,332933,332934
4093,332933,332936
4094,332933,332935
4095,332951,332954
4096,332951,332952
4097,332951,332953
4098,332951,332955
4099,332968,332970
4100,332968,332972
4101,332968,332969
4102,332968,332971
4103,332984,332987
4104,332984,332988
4105,332984,332986
4106,332984,332985
4107,332991,332993
4108,332991,332994
4109,332991,332992
4110,332991,332995
4111,333009,333012
4112,333009,333010
4113,333009,333011
4114,333016,333017
4115,333016,333019
4116,333016,333020
4117,333016,333018
4118,333023,333025
4119,333023,333024
4120,333023,333026
4121,333023,333027
4122,333030,333032
4123,333030,333034
4124,333030,333031
4125,333030,333033
4126,333038,333039
4127,333038,333040
4128,333038,333041
4129,333038,333042
4130,333046,333049
4131,333046,333048
4132,333046,333047
4133,333046,333050
4134,333053,333054
4135,333053,333055
4136,333053,333057
4137,333053,333056
4138,333060,333064
4139,333060,333061
4140,333060,333062
4141,333060,333063
4142,333068,333071
4143,333068,333069
4144,333068,333070
4145,333075,333077
4146,333075,333078
4147,333075,333076
4148,333075,333079
4149,333082,333085
4150,333082,333084
4151,333082,333083
4152,333082,333086
4153,333090,333093
4154,333090,333094
4155,333090,333091
4156,333090,333092
4157,333097,333101
4158,333097,333098
4159,333097,333099
4160,333097,333100
4161,333105,333108
4162,333105,333107
4163,333105,333106
4164,333111,333112
4165,333111,333113
4166,333111,333115
4167,333111,333114
4168,333118,333120
4169,333118,333122
4170,333118,333119
4171,333118,333121
4172,333126,333129
4173,333126,333130
4174,333126,333127
4175,333126,333128
4176,333133,333135
4177,333133,333136
4178,333133,333137
4179,333133,333134
4180,333141,333144
4181,333141,333142
4182,333141,333143
4183,333141,333145
4184,333149,333152
4185,333149,333151
4186,333149,333153
4187,333149,333150
4188,333157,333159
4189,333157,333158
4190,333157,333161
4191,333157,333160
4192,333165,333167
4193,333165,333166
4194,333165,333169
4195,333165,333168
4196,333173,333176
4197,333173,333175
4198,333173,333174
4199,333173,333177
4200,333181,333183
4201,333181,333182
4202,333181,333184
4203,333188,333189
4204,333188,333190
4205,333188,333191
4206,333195,333196
4207,333195,333198
4208,333195,333197
4209,333195,333199
4210,333203,333207
4211,333203,333206
4212,333203,333204
4213,333203,333205
4214,333211,333214
4215,333211,333215
4216,333211,333212
4217,333211,333213
4218,333219,333221
4219,333219,333220
4220,333219,333222
4221,333226,333228
4222,333226,333227
4223,333226,333230
4224,333226,333229
4225,333234,333235
4226,333234,333237
4227,333234,333236
4228,333241,333245
4229,333241,333244
4230,333241,333242
4231,333241,333243
4232,333249,333252
4233,333249,333250
4234,333249,333251
4235,333249,333253
4236,333257,333258
4237,333257,333261
4238,333257,333260
4239,333257,333259
4240,333265,333268
4241,333265,333267
4242,333265,333266
4243,333265,333269
4244,333273,333276
4245,333273,333275
4246,333273,333277
4247,333273,333274
4248,333282,333283
4249,333288,333289
4250,333288,333290
4251,333295,333297
4252,333295,333296
4253,333302,333303
4254,333308,333310
4255,333308,333311
4256,333308,333309
4257,333316,333317
4258,333322,333323
4259,333322,333324
4260,333329,333331
4261,333329,333330
4262,333336,333337
4263,333336,333338
4264,333348,333349
4265,333348,333351
4266,333348,333350
4267,333361,333363
4268,333361,333364
4269,333361,333362
4270,333375,333376
4271,333381,333382
4272,333387,333388
4273,333393,333394
4274,333399,333400
4275,333399,333401
4276,333406,333407
4277,333412,333413
4278,333418,333419
4279,333424,333427
4280,333424,333426
4281,333424,333425
4282,333436,333438
4283,333436,333437
4284,333448,333451
4285,333448,333438
4286,333448,333449
4287,333448,333452
4288,333448,333453
4289,333448,333450
4290,333448,333454
4291,333448,333437
4292,333463,333466
4293,333463,333464
4294,333463,333465
4295,333477,333479
4296,333477,333491
4297,333477,333489
4298,333477,333490
4299,333477,333483
4300,333477,333480
4301,333477,333484
4302,333477,333478
4303,333477,333487
4304,333477,333481
4305,333477,333493
4306,333477,333482
4307,333477,333492
4308,333477,333488
4309,333477,333485
4310,333477,333486
4311,333496,333508
4312,333496,333497
4313,333496,333507
4314,333496,333511
4315,333496,333499
4316,333496,333506
4317,333496,333509
4318,333496,333503
4319,333496,333504
4320,333496,333510
4321,333496,333501
4322,333496,333498
4323,333496,333500
4324,333496,333502
4325,333496,333512
4326,333496,333505
4327,333515,333525
4328,333515,333530
4329,333515,333518
4330,333515,333529
4331,333515,333524
4332,333515,333522
4333,333515,333527
4334,333515,333526
4335,333515,333517
4336,333515,333523
4337,333515,333528
4338,333515,333519
4339,333515,333521
4340,333515,333520
4341,333515,333516
4342,333533,333540
4343,333533,333537
4344,333533,333549
4345,333533,333542
4346,333533,333546
4347,333533,333539
4348,333533,333547
4349,333533,333548
4350,333533,333534
4351,333533,333545
4352,333533,333538
4353,333533,333536
4354,333533,333535
4355,333533,333541
4356,333533,333544
4357,333533,333543
4358,333553,333561
4359,333553,333560
4360,333553,333569
4361,333553,333566
4362,333553,333567
4363,333553,333557
4364,333553,333559
4365,333553,333565
4366,333553,333568
4367,333553,333556
4368,333553,333563
4369,333553,333558
4370,333553,333555
4371,333553,333562
4372,333553,333554
4373,333553,333564
4374,333582,333586
4375,333582,333591
4376,333582,333588
4377,333582,333589
4378,333582,333594
4379,333582,333587
4380,333582,333598
4381,333582,333583
4382,333582,333596
4383,333582,333590
4384,333582,333597
4385,333582,333592
4386,333582,333595
4387,333582,333585
4388,333582,333584
4389,333582,333593
4390,333602,333605
4391,333602,333615
4392,333602,333613
4393,333602,333609
4394,333602,333617
4395,333602,333618
4396,333602,333610
4397,333602,333606
4398,333602,333616
4399,333602,333614
4400,333602,333604
4401,333602,333607
4402,333602,333608
4403,333602,333603
4404,333602,333611
4405,333602,333612
4406,333621,333627
4407,333621,333635
4408,333621,333631
4409,333621,333630
4410,333621,333633
4411,333621,333626
4412,333621,333624
4413,333621,333622
4414,333621,333632
4415,333621,333628
4416,333621,333629
4417,333621,333637
4418,333621,333625
4419,333621,333623
4420,333621,333634
4421,333621,333636
4422,333640,333647
4423,333640,333641
4424,333640,333644
4425,333640,333650
4426,333640,333656
4427,333640,333653
4428,333640,333648
4429,333640,333654
4430,333640,333642
4431,333640,333645
4432,333640,333652
4433,333640,333649
4434,333640,333651
4435,333640,333646
4436,333640,333655
4437,333640,333643
4438,333659,333675
4439,333659,333674
4440,333659,333670
4441,333659,333662
4442,333659,333664
4443,333659,333661
4444,333659,333663
4445,333659,333665
4446,333659,333671
4447,333659,333666
4448,333659,333667
4449,333659,333669
4450,333659,333673
4451,333659,333668
4452,333659,333672
4453,333659,333660
4454,333679,333692
4455,333679,333681
4456,333679,333694
4457,333679,333684
4458,333679,333695
4459,333679,333693
4460,333679,333688
4461,333679,333691
4462,333679,333680
4463,333679,333690
4464,333679,333689
4465,333679,333687
4466,333679,333686
4467,333679,333682
4468,333679,333685
4469,333679,333683
4470,333699,333707
4471,333699,333713
4472,333699,333700
4473,333699,333710
4474,333699,333703
4475,333699,333708
4476,333699,333705
4477,333699,333702
4478,333699,333704
4479,333699,333711
4480,333699,333701
4481,333699,333714
4482,333699,333709
4483,333699,333712
4484,333699,333715
4485,333699,333706
4486,333718,333733
4487,333718,333728
4488,333718,333731
4489,333718,333732
4490,333718,333726
4491,333718,333719
4492,333718,333734
4493,333718,333722
4494,333718,333723
4495,333718,333724
4496,333718,333721
4497,333718,333727
4498,333718,333725
4499,333718,333730
4500,333718,333720
4501,333718,333729
4502,333747,333762
4503,333747,333760
4504,333747,333748
4505,333747,333757
4506,333747,333761
4507,333747,333758
4508,333747,333759
4509,333747,333751
4510,333747,333755
4511,333747,333756
4512,333747,333749
4513,333747,333752
4514,333747,333750
4515,333747,333753
4516,333747,333763
4517,333747,333754
4518,333766,333775
4519,333766,333774
4520,333766,333781
4521,333766,333779
4522,333766,333777
4523,333766,333782
4524,333766,333767
4525,333766,333768
4526,333766,333773
4527,333766,333780
4528,333766,333771
4529,333766,333778
4530,333766,333770
4531,333766,333776
4532,333766,333772
4533,333766,333769
4534,333785,333796
4535,333785,333792
4536,333785,333798
4537,333785,333788
4538,333785,333801
4539,333785,333790
4540,333785,333800
4541,333785,333797
4542,333785,333789
4543,333785,333793
4544,333785,333791
4545,333785,333787
4546,333785,333799
4547,333785,333794
4548,333785,333786
4549,333785,333795
4550,333805,333818
4551,333805,333815
4552,333805,333817
4553,333805,333807
4554,333805,333809
4555,333805,333816
4556,333805,333810
4557,333805,333813
4558,333805,333821
4559,333805,333808
4560,333805,333820
4561,333805,333819
4562,333805,333811
4563,333805,333806
4564,333805,333814
4565,333805,333812
4566,333824,333832
4567,333824,333840
4568,333824,333837
4569,333824,333839
4570,333824,333830
4571,333824,333826
4572,333824,333828
4573,333824,333838
4574,333824,333827
4575,333824,333836
4576,333824,333833
4577,333824,333834
4578,333824,333831
4579,333824,333825
4580,333824,333829
4581,333824,333835
4582,333844,333851
4583,333844,333858
4584,333844,333850
4585,333844,333846
4586,333844,333853
4587,333844,333852
4588,333844,333849
4589,333844,333845
4590,333844,333848
4591,333844,333854
4592,333844,333860
4593,333844,333857
4594,333844,333859
4595,333844,333847
4596,333844,333855
4597,333844,333856
4598,333863,333878
4599,333863,333870
4600,333863,333875
4601,333863,333866
4602,333863,333873
4603,333863,333865
4604,333863,333864
4605,333863,333876
4606,333863,333874
4607,333863,333868
4608,333863,333879
4609,333863,333872
4610,333863,333869
4611,333863,333871
4612,333863,333877
4613,333863,333867
4614,333892,333894
4615,333892,333908
4616,333892,333900
4617,333892,333902
4618,333892,333907
4619,333892,333899
4620,333892,333901
4621,333892,333893
4622,333892,333903
4623,333892,333904
4624,333892,333906
4625,333892,333898
4626,333892,333896
4627,333892,333895
4628,333892,333905
4629,333892,333897
4630,333911,333920
4631,333911,333916
4632,333911,333919
4633,333911,333924
4634,333911,333926
4635,333911,333922
4636,333911,333923
4637,333911,333917
4638,333911,333921
4639,333911,333914
4640,333911,333915
4641,333911,333918
4642,333911,333913
4643,333911,333925
4644,333911,333912
4645,333911,333927
4646,333931,333939
4647,333931,333935
4648,333931,333934
4649,333931,333940
4650,333931,333943
4651,333931,333933
4652,333931,333938
4653,333931,333932
4654,333931,333947
4655,333931,333936
4656,333931,333941
4657,333931,333945
4658,333931,333946
4659,333931,333937
4660,333931,333942
4661,333931,333944
4662,333951,333956
4663,333951,333952
4664,333951,333958
4665,333951,333953
4666,333951,333957
4667,333951,333959
4668,333951,333955
4669,333951,333954
4670,333963,333973
4671,333963,333976
4672,333963,333965
4673,333963,333970
4674,333963,333968
4675,333963,333969
4676,333963,333978
4677,333963,333974
4678,333963,333964
4679,333963,333966
4680,333963,333975
4681,333963,333967
4682,333963,333977
4683,333963,333972
4684,333963,333979
4685,333963,333971
4686,333992,333994
4687,333992,334000
4688,333992,333999
4689,333992,333998
4690,333992,333997
4691,333992,333995
4692,333992,333996
4693,333992,333993
4694,334004,334009
4695,334004,334006
4696,334004,334012
4697,334004,334010
4698,334004,334005
4699,334004,334008
4700,334004,334007
4701,334004,334011
4702,334017,334019
4703,334017,334020
4704,334017,334022
4705,334017,334021
4706,334017,334023
4707,334017,334018
4708,334017,334024
4709,334017,334025
4710,334029,334037
4711,334029,334032
4712,334029,334033
4713,334029,334034
4714,334029,334030
4715,334029,334035
4716,334029,334031
4717,334029,334036
4718,334041,334049
4719,334041,334047
4720,334041,334045
4721,334041,334048
4722,334041,334043
4723,334041,334046
4724,334041,334042
4725,334041,334044
4726,334054,334058
4727,334054,334060
4728,334054,334059
4729,334054,334057
4730,334054,334055
4731,334054,334056
4732,334054,334062
4733,334054,334061
4734,334066,334067
4735,334066,334073
4736,334066,334072
4737,334066,334068
4738,334066,334074
4739,334066,334070
4740,334066,334069
4741,334066,334071
4742,334079,334085
4743,334079,334084
4744,334079,334080
4745,334079,334086
4746,334079,334087
4747,334079,334083
4748,334079,334082
4749,334079,334081
4750,334091,334097
4751,334091,334096
4752,334091,334095
4753,334091,334092
4754,334091,334098
4755,334091,334093
4756,334091,334094
4757,334091,334099
4758,334103,334110
4759,334103,334107
4760,334103,334108
4761,334103,334111
4762,334103,334106
4763,334103,334105
